chunk,row,col,mode,profile,T,a1,a2a1,a3a1,a3a2,alpha,b2b1,beta,chi2,error,fit_success,incl,n_fit,p,pa2d,phi,psi,rcut,rms_resid,se_T,se_a2a1,se_a3a1,se_a3a2,se_alpha,se_b2b1,se_beta,se_incl,se_p,se_pa2d,se_phi,se_psi,se_theta,se_var_inf,theta,var_inf
r2400_c4000,2400,4000,3d,powerlaw,0.9934613568070398,nan,0.13778672412845683,0.11193059128274395,0.8123467045953751,0.4783202443551881,0.11220446657908784,,268653.1507461806,,True,89.45552603287062,27938,1.7742202127907918,15.109654474217276,-164.89523558478226,-178.50561406029883,0.1,3.100975340379692,0.007900676824756949,0.03368557906671944,0.009976699955850786,0.13444931474386856,0.017578006075566963,0.012467520643434654,,1.2155900330267253,0.40893696465716595,1.50022505110091,1.5516941565207725,287.7689163704562,1.7026985140680206,,89.45552603287062,
r2400_c4000,2400,4000,2d,powerlaw,,nan,,,,0.5344893405010761,0.13807393559309178,,177104.95772564353,,True,,15220,,15.009097451752526,,,0.1,3.4112066770866427,,,,,0.02739009241300603,0.014618416016710543,,,,1.5079999420455068,,,,,,
r2400_c4000,2400,4000,3d,weibull,0.999999126457126,83.6401956187151,0.0009346351555436604,3.2845610823972417e-73,3.5142708498768936e-70,0.7078699396510334,0.16975637909685065,9.999999974540879,338100.10919993906,,True,90.0,27938,-152.9487701326177,15.033958408848125,174.99280863586247,-90.0,0.1,3.47876425537913,0.018004693504990527,0.041703313390744186,0.005748279405983998,0.12028810586273082,0.04806291555963565,0.011859822901240843,0.5932504746116852,1.217526340131716,0.35510109731316086,1.4862898497214332,1.6197682630151817,244.31755081161748,2.6747429764458994,0.047042390052817934,90.0,0.6704805107017002
r2400_c4000,2400,4000,2d,weibull,,0.24210853258828408,,,,0.7104306086200309,0.16951524108940821,4.004782193241251,119795.3220696322,,True,,15220,,15.052046881245525,,,0.1,2.8055150546828385,,,,,0.03963131925542143,0.011747324824197866,2.2805390933028225,,,1.4990434320155814,,,,0.054590730219167126,,0.7535583819887769
r2400_c4400,2400,4400,3d,powerlaw,0.9804994474830144,nan,0.1741681599016919,0.10511644067667951,0.6035341978465627,0.6267213287247229,0.16808873852952647,,238136.03476840054,,True,89.60801737562542,27938,1.2427814360598903,14.160983390317089,-165.97382079516817,-77.81129551620462,0.1,2.9195431771752207,0.008756814977738558,0.026130886144698714,0.05592510014041586,0.24276010601045114,0.015884505165897678,0.03941038496814748,,1.0177119092461098,0.3209172534102408,1.8444859186342122,1.5496450475100858,11.470160371737792,1.64833265183789,,90.39198262437458,
r2400_c4400,2400,4400,2d,powerlaw,,nan,,,,0.6402828006501291,0.17638144187786162,,65591.24843932227,,True,,15220,,14.143980377619316,,,0.1,2.075943944679986,,,,,0.02679057340616597,0.04107591680829006,,,,1.8439960345823,,,,,,
r2400_c4400,2400,4400,3d,weibull,0.9791172184980296,3.1525131438802116,0.17926373837046886,0.1072040393928687,0.5980241200332406,0.6509677743452962,0.17295176285095698,1.0000000000006786,237488.6466514583,,True,89.59862359272165,27938,1.2047729674693712,14.169124942417213,-165.97175371354908,-77.9321144564892,0.1,2.915571993467037,0.008944803148453829,0.03260196374452406,0.06197996675426985,0.24282097053229423,0.06125163229628971,0.04791963096818635,6.741053052891181,1.1291406168586078,0.2888200947010416,1.8746732284477772,1.5899381588787471,11.525231671045429,1.7699215584016634,1.6420885294388692,90.40137640727835,3.3632757467358316
r2400_c4400,2400,4400,2d,weibull,,0.3868043378047101,,,,0.6746552103739613,0.18253711515122528,5.289624568186108,60126.954868084846,,True,,15220,,14.202562186127063,,,0.1,1.9875921761959827,,,,,0.03253478081345834,0.04376404178134654,2.1032936903324275,,,1.9185238695143458,,,,0.09518835202148886,,0.8996211007644046
r2400_c800,2400,800,3d,powerlaw,0.9819701373090817,nan,0.1524031439921926,0.07274802122396985,0.4773393731804944,0.4134079890125548,0.10205441832847056,,316121.75028746866,,True,82.31992114957895,27938,1.1416984391737377,171.63474717865304,173.59855480370157,161.35860983601887,0.1,3.3637950908326824,0.04019896231024128,0.11463329391114763,0.07224118525611864,0.09374921430898277,0.08389115314398618,0.06631767447988422,,4.35315768177557,0.5062156126613048,1.5995794576255287,2.371957915395989,153.80208413745643,4.35315768177557,,82.31992114957895,
r2400_c800,2400,800,2d,powerlaw,,nan,,,,0.44650186919147933,0.1311356290474972,,172491.4932020466,,True,,15220,,171.4096555032291,,,0.1,3.3664836894222874,,,,,0.08359755928724616,0.07252337876083899,,,,1.538040381362029,,,,,,
r2400_c800,2400,800,3d,weibull,0.9636199225887803,0.5075326835008773,0.21470989144667935,0.10043522511426958,0.46777176606794324,0.526815673067738,0.12776386812996093,1.4866001517820182,301826.56683821825,,True,81.56183899458313,27938,0.7786927227840237,171.5592726208438,173.80582861539972,160.94434759167368,0.1,3.286859010034355,0.04142892939846,0.08840737937251256,0.05475305652007345,0.12877827328090194,0.12155866362241653,0.04554257340800376,6.342286391273437,5.135346420465195,0.4677047219424776,1.487437671982036,2.33607186084107,15.382218072908904,5.135346420465195,0.16941394838404578,81.56183899458313,1.0088225606055643
r2400_c800,2400,800,2d,weibull,,0.4010939010881069,,,,0.5012742985686075,0.14547231309923678,3.803538357251163,164876.65667930178,,True,,15220,,171.37397215097428,,,0.1,3.2913363026260853,,,,,0.12463193943143544,0.058055779056821605,3.4326695852413467,,,1.4588300977847781,,,,0.12304348965263154,,0.9438162490548702
r2800_c1200,2800,1200,3d,powerlaw,0.9971724720052823,nan,0.06482960994124916,0.03713825788814026,0.5728594992596167,0.6091680147869364,0.16449608279507819,,355788.9548869543,,True,75.2865701607984,27938,2.178878042128501,177.27426208549883,-178.8522227748251,-22.146542180497036,0.1,3.5686057782386102,0.01142120795806133,0.0964534027104435,0.062230272799524165,0.11015196070258035,0.03784626084673744,0.058001339699843786,,2.023705475671686,1.130312312504944,1.2144334482328025,1.410685679540052,14.405976578227488,2.023705475671686,,75.2865701607984,
r2800_c1200,2800,1200,2d,powerlaw,,nan,,,,0.6133185076071651,0.16286463292267706,,267566.25676312763,,True,,15220,,177.53455439094745,,,0.1,4.192840534205632,,,,,0.042895732421799865,0.07072182659503004,,,,1.0965678963905507,,,,,,
r2800_c1200,2800,1200,3d,weibull,0.9870517633750919,0.5608946698943852,0.13318751628112238,0.06966722633383637,0.5230762482783141,0.8721155288651665,0.18068999834543525,1.2251746521949525,307720.40448474797,,True,73.01532277408604,27938,1.3679692115447164,177.22806693373713,-178.24043823237318,-20.563552176953603,0.1,3.31879548664358,0.014878353804154868,0.07617312322954581,0.052931000514316116,0.10306422103916704,0.08121174966978209,0.05794838148798672,0.5811197262059643,1.8107748279335567,0.34997693138224495,1.2364283321229133,1.558644904540728,13.53100966736209,1.8107748279335567,0.1262997014476052,73.01532277408604,0.8587921875938646
